Id,SalePrice
291,250000
292,135000
293,135000
294,250000
295,140000
296,140000
297,135000
298,250000
299,172500
300,250000
301,135000
302,250000
303,250000
304,135000
305,110000
306,250000
307,250000
308,135000
309,135000
310,140000
311,250000
312,140000
313,135000
314,143000
315,140000
316,250000
317,140000
318,250000
319,250000
320,140000
321,140000
322,250000
323,250000
324,135000
325,140000
326,177000
327,140000
328,135000
329,110000
330,135000
331,135000
332,135000
333,250000
334,140000
335,140000
336,135000
337,250000
338,250000
339,250000
340,144000
341,250000
342,135000
343,135000
344,140000
345,135000
346,140000
347,135000
348,140000
349,140000
350,140000
351,140000
352,140000
353,140000
354,155000
355,140000
356,250000
357,250000
358,135000
359,145000
360,250000
361,140000
362,135000
363,140000
364,130000
365,140000
366,135000
367,140000
368,140000
369,135000
370,250000
371,140000
372,135000
373,135000
374,135000
375,250000
376,143000
377,135000
378,250000
379,140000
380,140000
381,141000
382,250000
383,250000
384,177000
385,250000
386,140000
387,135000
388,140000
389,250000
390,140000
391,135000
392,250000
393,135000
394,180000
395,135000
396,135000
397,143000
398,135000
399,135000
400,250000
401,180000
402,250000
403,89000
404,250000
405,177000
406,135000
407,135000
408,135000
409,250000
410,140000
411,112000
412,135000
413,250000
414,177000
415,250000
416,140000
417,140000
418,140000
419,135000
420,135000
421,140000
422,250000
423,131000
424,250000
425,140000
426,140000
427,140000
428,135000
429,140000
430,250000
431,140000
432,140000
433,135000
434,140000
435,89000
436,250000
437,155000
438,135000
439,187500
440,110000
441,140000
442,135000
443,177000
444,140000
445,250000
446,140000
447,133000
448,250000
449,140000
450,135000
451,110000
452,250000
453,155000
454,250000
455,131000
456,140000
457,112000
458,250000
459,250000
460,141000
461,140000
462,140000
463,135000
464,110000
465,110000
466,140000
467,140000
468,135000
469,250000
470,250000
471,144000
472,140000
473,140000
474,250000
475,140000
476,144000
477,250000
478,140000
479,250000
480,135000
481,250000
482,140000
483,140000
484,140000
485,135000
486,135000
487,135000
488,135000
489,135000
490,89000
491,180000
492,133000
493,140000
494,135000
495,135000
496,135000
497,250000
498,135000
499,135000
500,135000
501,135000
502,250000
503,135000
504,140000
505,172500
506,112000
507,250000
508,140000
509,110000
510,135000
511,135000
512,140000
513,135000
514,155000
515,135000
516,140000
517,140000
518,250000
519,155000
520,110000
521,135000
522,140000
523,140000
524,140000
525,250000
526,250000
527,135000
528,140000
529,89000
530,140000
531,140000
532,140000
533,135000
534,143000
535,250000
536,135000
537,250000
538,112000
539,135000
540,250000
541,140000
542,250000
543,250000
544,135000
545,250000
546,250000
547,140000
548,131000
549,135000
550,250000
551,144000
552,135000
553,250000
554,145000
555,250000
556,135000
557,135000
558,143000
559,140000
560,140000
561,135000
562,131000
563,135000
564,140000
565,250000
566,135000
567,140000
568,250000
569,250000
570,180000
571,135000
572,130000
573,140000
574,140000
575,145000
576,112000
577,140000
578,135000
579,140000
580,135000
581,133000
582,140000
583,135000
584,110000
585,110000
586,250000
587,135000
588,135000
589,143000
590,135000
591,250000
592,140000
593,131000
594,140000
595,135000
596,250000
597,135000
598,140000
599,250000
600,140000
601,140000
602,141000
603,250000
604,140000
605,250000
606,140000
607,145000
608,110000
609,110000
610,135000
611,140000
612,140000
613,140000
614,131000
615,89000
616,140000
617,250000
618,250000
619,250000
620,250000
621,135000
622,172500
623,135000
624,187500
625,140000
626,144000
627,135000
628,140000
629,135000
630,172500
631,135000
632,140000
633,140000
634,135000
635,140000
636,135000
637,180000
638,135000
639,135000
640,140000
641,140000
642,250000
643,140000
644,135000
645,140000
646,155000
647,135000
648,140000
649,140000
650,89000
651,250000
652,135000
653,250000
654,135000
655,250000
656,135000
657,135000
658,110000
659,140000
660,135000
661,140000
662,133000
663,140000
664,135000
665,140000
666,250000
667,172500
668,250000
669,110000
670,135000
671,250000
672,135000
673,140000
674,250000
675,140000
676,140000
677,135000
678,110000
679,250000
680,135000
681,140000
682,135000
683,140000
684,250000
685,155000
686,140000
687,140000
688,140000
689,250000
690,140000
691,187500
692,140000
693,250000
694,135000
695,135000
696,250000
697,89000
698,135000
699,135000
700,140000
701,250000
702,140000
703,140000
704,110000
705,250000
706,135000
707,250000
708,140000
709,250000
710,135000
711,135000
712,110000
713,140000
714,135000
715,250000
716,140000
717,140000
718,250000
719,250000
720,135000
721,140000
722,140000
723,135000
724,144000
725,140000
726,145000
727,250000
728,250000
729,112000
730,135000
731,140000
732,140000
733,250000
734,135000
735,135000
736,140000
737,135000
738,250000
739,135000
740,250000
741,135000
742,130000
743,155000
744,135000
745,140000
746,250000
747,250000
748,140000
749,250000
750,135000
751,135000
752,250000
753,250000
754,140000
755,250000
756,140000
757,250000
758,140000
759,140000
760,250000
761,135000
762,135000
763,140000
764,250000
765,140000
766,140000
767,140000
768,135000
769,250000
770,110000
771,135000
772,112000
773,140000
774,112000
775,250000
776,140000
777,140000
778,135000
779,135000
780,140000
781,140000
782,250000
783,250000
784,187500
785,140000
786,140000
787,135000
788,250000
789,135000
790,250000
791,140000
792,140000
793,140000
794,140000
795,250000
796,140000
797,140000
798,135000
799,140000
800,141000
801,250000
802,135000
803,250000
804,140000
805,135000
806,140000
807,145000
808,140000
809,135000
810,135000
811,250000
812,187500
813,110000
814,140000
815,135000
816,250000
817,180000
818,250000
819,140000
820,140000
821,250000
822,110000
823,250000
824,140000
825,250000
826,140000
827,141000
828,250000
829,143000
830,140000
831,140000
832,140000
833,250000
834,144000
835,135000
836,145000
837,112000
838,135000
839,135000
840,135000
841,135000
842,140000
843,140000
844,135000
845,135000
846,135000
847,250000
848,135000
849,177000
850,140000
851,140000
852,140000
853,140000
854,140000
855,135000
856,135000
857,143000
858,177000
859,140000
860,250000
861,110000
862,135000
863,155000
864,135000
865,140000
866,135000
867,250000
868,135000
869,135000
870,250000
871,135000
872,250000
873,145000
874,135000
875,135000
876,140000
877,131000
878,140000
879,140000
880,135000
881,135000
882,250000
883,177000
884,135000
885,135000
886,140000
887,135000
888,144000
889,133000
890,140000
891,135000
892,172500
893,135000
894,135000
895,135000
896,140000
897,135000
898,135000
899,140000
900,135000
901,135000
902,135000
903,250000
904,250000
905,135000
906,135000
907,250000
908,250000
909,143000
910,250000
911,135000
912,135000
913,135000
914,135000
915,140000
916,135000
917,89000
918,135000
919,250000
920,140000
921,250000
922,135000
923,250000
924,140000
925,140000
926,135000
927,140000
928,140000
929,140000
930,250000
931,250000
932,135000
933,140000
934,250000
935,250000
936,135000
937,250000
938,250000
939,140000
940,140000
941,140000
942,250000
943,140000
944,143000
945,133000
946,135000
947,140000
948,250000
949,250000
950,250000
951,145000
952,135000
953,135000
954,131000
955,135000
956,140000
957,140000
958,135000
959,250000
960,140000
961,135000
962,140000
963,140000
964,155000
965,250000
966,250000
967,135000
968,135000
969,135000
970,140000
971,135000
972,140000
973,140000
974,140000
975,110000
976,140000
977,135000
978,140000
979,110000
980,135000
981,140000
982,250000
983,177000
984,250000
985,112000
986,140000
987,130000
988,140000
989,250000
990,140000
991,250000
992,110000
993,133000
994,140000
995,140000
996,110000
997,112000
998,140000
999,135000
1000,250000
1001,135000
1002,89000
1003,250000
1004,135000
1005,140000
1006,145000
1007,140000
1008,135000
1009,250000
1010,135000
1011,135000
1012,135000
1013,250000
1014,135000
1015,140000
1016,250000
1017,250000
1018,187500
1019,140000
1020,140000
1021,145000
1022,140000
1023,135000
1024,140000
1025,250000
1026,135000
1027,135000
1028,250000
1029,135000
1030,135000
1031,135000
1032,140000
1033,250000
1034,250000
1035,135000
1036,135000
1037,140000
1038,250000
1039,135000
1040,89000
1041,135000
1042,133000
1043,140000
1044,250000
1045,250000
1046,135000
1047,140000
1048,135000
1049,177000
1050,135000
1051,140000
1052,250000
1053,140000
1054,110000
1055,250000
1056,140000
1057,140000
1058,250000
1059,140000
1060,110000
1061,140000
1062,143000
1063,135000
1064,110000
1065,135000
1066,250000
1067,177000
1068,144000
1069,140000
1070,145000
1071,144000
1072,155000
1073,135000
1074,155000
1075,250000
1076,140000
1077,250000
1078,135000
1079,187500
1080,135000
1081,140000
1082,135000
1083,250000
1084,140000
1085,140000
1086,140000
1087,135000
1088,250000
1089,140000
1090,187500
1091,135000
1092,140000
1093,140000
1094,145000
1095,144000
1096,250000
1097,130000
1098,140000
1099,135000
1100,140000
1101,89000
1102,135000
1103,135000
1104,140000
1105,135000
1106,250000
1107,250000
1108,250000
1109,140000
1110,250000
1111,140000
1112,140000
1113,135000
1114,135000
1115,135000
1116,140000
1117,140000
1118,145000
1119,145000
1120,135000
1121,110000
1122,140000
1123,112000
1124,135000
1125,140000
1126,135000
1127,140000
1128,250000
1129,250000
1130,135000
1131,141000
1132,131000
1133,135000
1134,250000
1135,140000
1136,140000
1137,135000
1138,135000
1139,250000
1140,135000
1141,112000
1142,250000
1143,250000
1144,135000
1145,135000
1146,135000
1147,250000
1148,140000
1149,140000
1150,140000
1151,141000
1152,135000
1153,140000
1154,135000
1155,250000
1156,250000
1157,140000
1158,140000
1159,140000
1160,250000
1161,140000
1162,250000
1163,135000
1164,135000
1165,140000
1166,140000
1167,250000
1168,140000
1169,140000
1170,250000
1171,140000
1172,140000
1173,140000
1174,135000
1175,140000
1176,250000
1177,131000
1178,135000
1179,135000
1180,135000
1181,155000
1182,140000
1183,140000
1184,135000
1185,110000
1186,135000
1187,110000
1188,250000
1189,250000
1190,250000
1191,143000
1192,140000
1193,135000
1194,140000
1195,135000
1196,250000
1197,250000
1198,140000
1199,250000
1200,135000
1201,140000
1202,250000
1203,135000
1204,250000
1205,135000
1206,250000
1207,135000
1208,250000
1209,135000
1210,250000
1211,250000
1212,110000
1213,89000
1214,145000
1215,135000
1216,135000
1217,140000
1218,140000
1219,135000
1220,135000
1221,135000
1222,135000
1223,140000
1224,135000
1225,177000
1226,140000
1227,250000
1228,145000
1229,140000
1230,145000
1231,135000
1232,135000
1233,135000
1234,112000
1235,135000
1236,135000
1237,140000
1238,250000
1239,155000
1240,140000
1241,250000
1242,140000
1243,140000
1244,140000
1245,230000
1246,140000
1247,140000
1248,140000
1249,140000
1250,135000
1251,140000
1252,140000
1253,131000
1254,250000
1255,250000
1256,140000
1257,250000
1258,135000
1259,140000
1260,155000
1261,140000
1262,135000
1263,135000
1264,140000
1265,140000
1266,140000
1267,140000
1268,140000
1269,250000
1270,135000
1271,187500
1272,250000
1273,135000
1274,140000
1275,135000
1276,135000
1277,140000
1278,140000
1279,250000
1280,112000
1281,250000
1282,140000
1283,144000
1284,143000
1285,250000
1286,140000
1287,172500
1288,143000
1289,140000
1290,140000
1291,135000
1292,135000
1293,135000
1294,140000
1295,135000
1296,135000
1297,135000
1298,140000
1299,140000
1300,135000
1301,250000
1302,141000
1303,250000
1304,250000
1305,140000
1306,140000
1307,140000
1308,135000
1309,145000
1310,250000
1311,140000
1312,140000
1313,250000
1314,250000
1315,135000
1316,140000
1317,140000
1318,140000
1319,250000
1320,135000
1321,172500
1322,135000
1323,250000
1324,135000
1325,250000
1326,135000
1327,110000
1328,131000
1329,140000
1330,140000
1331,250000
1332,135000
1333,121000
1334,135000
1335,135000
1336,140000
1337,135000
1338,89000
1339,250000
1340,135000
1341,135000
1342,250000
1343,250000
1344,177000
1345,250000
1346,135000
1347,172500
1348,250000
1349,250000
1350,135000
1351,135000
1352,140000
1353,155000
1354,250000
1355,250000
1356,140000
1357,135000
1358,135000
1359,140000
1360,140000
1361,135000
1362,250000
1363,135000
1364,250000
1365,140000
1366,250000
1367,250000
1368,135000
1369,144000
1370,250000
1371,135000
1372,140000
1373,250000
1374,140000
1375,250000
1376,250000
1377,135000
1378,135000
1379,135000
1380,144000
1381,135000
1382,140000
1383,144000
1384,110000
1385,135000
1386,110000
1387,250000
1388,141000
1389,140000
1390,140000
1391,250000
1392,144000
1393,135000
1394,144000
1395,144000
1396,250000
1397,135000
1398,135000
1399,135000
1400,110000
1401,140000
1402,140000
1403,250000
1404,250000
1405,135000
1406,144000
1407,144000
1408,131000
1409,144000
1410,140000
1411,250000
1412,135000
1413,144000
1414,250000
1415,177000
1416,144000
1417,144000
1418,250000
1419,112000
1420,250000
1421,140000
1422,144000
1423,144000
1424,144000
1425,135000
1426,250000
1427,250000
1428,135000
1429,187500
1430,250000
1431,177000
1432,144000
1433,135000
1434,140000
1435,143000
1436,250000
1437,135000
1438,140000
1439,155000
1440,172500
1441,144000
1442,144000
1443,140000
1444,180000
1445,250000
1446,172500
1447,131000
1448,250000
1449,135000
1450,89000
1451,135000
1452,140000
1453,144000
1454,131000
1455,250000
1456,140000
1457,172500
1458,250000
1459,135000
1460,135000
